Similarity Score_105,Similarity Score_414,Similarity Score_417,Similarity Score_422,Similarity Score_430,Variance,Skewness,Kurtosis,Compactness,FD_Mag2,FD_Mag3,FD_Mag4,FD_Mag5,FD_Mag6,FD_Mag7,FD_Mag8,FD_Mag9,FD_Mag10,FD_Mag11,FD_Mag12,FD_Mag13,FD_Mag14,FD_Mag15,FD_Mag16,FD_Mag17,FD_Mag18,FD_Mag19,FD_Mag20,Label
90.10292695,89.87726469,87.7747016,90.96032239,91.0095884,8577.634,0.504195,2.256286,96.02815,0.344801602,0.013624392,0.026044461,0.00216259,0.005643013,0.003151538,0.002608716,0.001228563,0.00240381,0.0009347,0.001553943,0.000598126,0.001826347,0.000591976,0.001037036,0.000869353,0.001655055,0.000117151,0.001100982,RRII 105
86.37333356,85.48889227,82.70206487,86.85185346,87.1655596,4155.07,0.147031,2.067455,75.73052,0.35494353,0.006057487,0.02326925,0.002046361,0.008334708,0.001905744,0.004607618,0.001974324,0.002122249,0.000690127,0.002856161,0.000773157,0.001482128,0.000691871,0.001842961,0.00055834,0.001281572,0.000704696,0.001043921,RRII 105
92.37658539,90.81463086,90.3910021,93.85807277,95.5272062,6333.483,0.364572,1.917154,30.04646,0.337450947,0.007519984,0.027200489,0.002724514,0.008701927,0.001440818,0.003984389,0.001703393,0.002787652,0.000765041,0.001527815,0.00066045,0.001208373,0.000880139,0.00159658,4.79E-05,0.000292344,0.00089897,0.000927167,RRII 105
93.09002229,95.11088583,96.52920358,97.72613541,99.1183261,9884.724,0.257324,1.833844,24.63322,0.40080047,0.025717865,0.038124085,0.002498456,0.008408966,0.002732826,0.003378254,0.001714213,0.003007502,0.00034106,0.001244509,0.001165115,0.001773028,0.000378254,0.000481054,0.000885579,0.000841009,0.000504825,0.001266627,RRII 105
91.79316993,92.79155247,90.48593114,94.43538242,94.8203192,5542.292,0.506588,2.081352,27.14908,0.354640599,0.008426292,0.032127203,0.003658258,0.006005316,0.003716015,0.003116503,0.000456666,0.00237692,0.001046809,0.002180011,0.000163534,0.001956343,0.001039281,0.001318647,0.001018863,0.001010737,0.000440365,0.000339053,RRII 105
91.46942668,94.97716389,94.31834588,96.64775296,97.4691476,6420.548,0.278533,1.779849,22.11752,0.391926779,0.022771695,0.034963902,0.000546624,0.006749251,0.005339327,0.002361276,0.001055846,0.002088874,0.002285815,0.001916255,0.000847895,0.002224571,0.00045634,0.001916933,0.001256973,0.001235271,0.000601687,0.000932793,RRII 105
92.38444515,92.46080887,92.34196366,95.32862713,97.0519319,6531.023,0.340252,1.828193,24.40401,0.338452532,0.011261741,0.030230678,0.001186371,0.007409319,0.002222803,0.003198891,0.000326337,0.002888594,0.000509023,0.001403706,0.000860213,0.001746303,0.000270223,0.000964378,0.001043729,0.001219717,0.00068268,0.000921802,RRII 105
93.31183148,95.54436352,95.66993684,97.94560117,98.9144667,7168.356,0.340997,1.862307,22.86033,0.396733797,0.016095404,0.031772787,0.002410855,0.004773314,0.00386412,0.003855345,0.001525142,0.002653025,0.00161399,0.002496026,0.00062923,0.001443708,0.000458907,0.000769715,0.001067548,0.001422552,0.000182669,0.000676785,RRII 105
92.1988809,95.36658296,97.44273602,97.73449567,99.2167154,10033.97,0.321868,1.803843,24.9816,0.422185191,0.016128139,0.037206531,0.006566894,0.009446827,0.003083255,0.003935356,0.002549091,0.003788177,0.001194363,0.001779198,0.001571575,0.001789219,0.000309529,0.001679331,0.001043453,0.001616105,0.000929629,0.000908376,RRII 105
89.92809896,95.58006297,90.67970597,95.10377165,92.8721059,7045,0.383569,1.869987,23.19788,0.408531836,0.006449263,0.031990396,0.004674123,0.006165688,0.001994117,0.005019721,0.001159416,0.001373121,0.001260846,0.001650622,0.00073591,0.001985034,0.001171808,0.001678921,0.000665576,0.001196222,0.000710166,0.000865509,RRII 105
91.20410401,94.23558733,96.31162016,96.36695263,98.1013495,8057.001,0.391229,1.887355,24.55628,0.41458707,0.02694279,0.036251159,0.006263451,0.007409056,0.005267252,0.002515565,0.001958129,0.002114787,0.001513002,0.000505623,0.001095541,0.001187212,0.000805167,0.000437521,0.001334822,0.001306766,0.000297773,0.000250616,RRII 105
89.77878599,86.54989314,84.48508018,89.29280539,90.1743844,4447.887,0.257813,1.753679,22.19979,0.322076572,0.016304621,0.027471066,0.001590052,0.006999394,0.004372867,0.001873089,0.000329816,0.002681941,0.001170123,0.00137092,0.000599064,0.001076658,0.000903116,0.001898426,0.000462281,0.001264949,0.000450581,0.0011738,RRII 105
91.02239888,94.17216714,97.20841769,96.79813892,98.8403178,7936.175,0.331425,1.802127,21.48349,0.428349734,0.01777084,0.040252841,0.004508475,0.009824871,0.002461023,0.003743598,0.001017105,0.003192914,0.000822538,0.00099146,0.000500304,0.001687931,0.000607316,0.00114861,0.000377516,0.00154854,0.000552665,0.000990879,RRII 105
87.63224903,85.301205,78.98386945,85.88001544,83.8726795,4844.776,0.321607,1.811529,21.46018,0.334568446,0.015438549,0.026845615,0.002406718,0.004610361,0.001712309,0.003373936,0.001406361,0.001326663,0.001466617,0.001861845,0.000372823,0.001676768,0.000867643,0.001209711,0.000623607,0.001402199,0.000516428,0.000913882,RRII 105
87.69178837,85.74945577,90.67896616,89.39728349,94.1036262,6885.495,0.269997,1.796242,24.22235,0.381458907,0.014116244,0.027699636,0.005913433,0.006269269,0.005918463,0.00357935,0.003222517,0.00378008,0.001876764,0.002396497,0.000340979,0.001951597,0.001090103,0.002362814,0.000439649,0.001319577,0.001013655,0.000273653,RRII 105
76.51868733,77.93817955,81.04252375,78.55065309,80.0702282,15443.68,0.428731,2.230633,76.14228,0.441026113,0.02569622,0.043054104,0.00502738,0.011971707,0.003704684,0.004699718,0.000923202,0.003355179,0.000688557,0.00240145,0.000918104,0.002015923,0.00064003,0.001671471,0.000870213,0.000962264,0.000434761,0.000515845,RRII 105
90.0115756,93.10584369,97.11145664,95.59050458,98.0340185,7847.583,0.378441,1.855516,21.64081,0.420917061,0.019107432,0.036855252,0.004420266,0.00820413,0.003437475,0.001642822,0.001759908,0.00307544,0.001111952,0.000668172,0.001119304,0.001886174,0.000164254,0.000717721,0.000852504,0.001281669,0.00054984,0.000936382,RRII 105
92.17264897,95.1249667,92.60391367,96.56682738,96.4309815,5706.634,0.326225,1.792105,21.69226,0.376520229,0.019773512,0.029900789,0.002686234,0.005382176,0.003116984,0.003580893,0.001022437,0.001889531,0.001857479,0.001638197,0.000749144,0.001608351,0.00043748,0.001371511,0.000607356,0.001601436,0.000253121,0.000632241,RRII 105
91.78185054,96.32739778,94.31448643,97.47015799,97.0216644,6068.939,0.395218,1.856446,21.14458,0.391072517,0.013996746,0.033975788,0.001583635,0.008261451,0.001541838,0.004359268,0.001139854,0.000894488,0.002178495,0.001417293,0.000366967,0.000749322,0.001092691,0.001064093,0.000268375,0.000578197,0.000990742,0.000844232,RRII 105
91.32357201,91.23017269,92.29322621,94.19690041,96.8272226,5662.807,0.388104,1.892327,23.93727,0.351255693,0.021729768,0.024838422,0.003281838,0.006516151,0.003133277,0.002429294,0.002343735,0.003196615,0.000413378,0.002639844,0.000948575,0.002153559,0.0010341,0.001996767,0.000285967,0.00097638,0.000807504,0.001187179,RRII 105
88.76012894,94.96190782,95.69394073,95.89080889,96.2398009,6782.289,0.378409,1.86428,20.84993,0.448513152,0.02074154,0.030641199,0.005665698,0.00580599,0.002531442,0.004668368,0.003080541,0.002053133,0.002152127,0.002759262,0.000590425,0.001930194,0.001380556,0.001927637,0.00146493,0.001272081,0.001009421,0.00187696,RRII 105
82.71440795,88.18293991,85.58671569,87.83274608,86.0007477,9626.745,0.773371,2.75471,180.6029,0.4243594,0.011648633,0.037631044,0.007858732,0.006696355,0.003496601,0.002632145,0.00386552,0.002393425,0.000248133,0.003775669,0.001122383,0.002307577,0.002089156,0.002616064,0.001264538,0.001384146,0.002144541,0.001266767,RRII 105
91.30937004,94.26236515,93.51030505,96.23382956,97.4489395,7648.291,0.274359,1.772735,22.92942,0.409341375,0.009929542,0.03328893,0.005832941,0.007132834,0.003557446,0.002853917,0.001757805,0.002186722,0.001164254,0.003469085,0.001462366,0.001667328,0.002291894,0.001959705,0.001467489,0.000933803,0.002316046,0.000826335,RRII 105
93.43449392,93.4992118,93.57089258,96.38189169,97.7258677,6815.08,0.390218,1.902147,21.95825,0.391253571,0.01930836,0.030992596,0.004148956,0.007820176,0.001658592,0.00261203,0.000904956,0.003554728,0.000462897,0.001345581,0.001444043,0.002080762,0.000730892,0.001157243,0.000594375,0.000323427,0.000887159,0.000841022,RRII 105
84.59499644,86.71902819,88.59208766,87.81420131,89.3639423,10765.36,0.573188,2.704579,55.72537,0.390279744,0.01103707,0.03508077,0.004768735,0.008222361,0.001902981,0.004332348,0.000782436,0.002883649,0.001287911,0.001080881,0.001322555,0.00216155,0.000720959,0.000640157,0.001214876,0.001735711,0.000414269,0.000794675,RRII 105
91.76566986,92.04439354,89.87965799,94.21749796,94.8633927,5353.842,0.421702,1.878179,23.87736,0.343419932,0.013593461,0.02452713,0.003120132,0.00665738,0.002995351,0.003146312,0.000273023,0.003025963,0.001104494,0.001671627,0.000538247,0.002109275,0.00035547,0.001453171,0.001306486,0.001699236,0.000219597,0.001055436,RRII 105
90.59240229,95.80299225,97.08898723,97.2842677,97.9907252,7858.207,0.369428,1.838713,21.93933,0.434374212,0.022034939,0.038305411,0.002509024,0.008734982,0.003027064,0.005643406,0.000389439,0.001639773,0.001832457,0.002085713,0.000550007,0.000883619,0.000850901,0.001273427,0.000473943,0.000991559,0.000923779,0.000948788,RRII 105
85.71779893,85.98751072,78.470423,85.27585244,82.4946909,5009.871,0.30406,1.799788,21.14666,0.340221224,0.020032752,0.02722052,0.002315784,0.004550932,0.003591227,0.003173464,0.000844862,0.001272366,0.001079447,0.001625752,0.000599146,0.001625885,0.000563799,0.001532478,0.000826405,0.001356358,0.000202835,0.000925502,RRII 105
